怀 zuodian-dian-shu-heng-pie-shu-dian
劁 pie-shu-dian-heng-heng-heng-shu-heng-zuodian-dian-dian-dian-shu-shugou
匀 pie-hengzhegou-dian-ti
垃 heng-shu-ti-dian-heng-dian-pie-heng
咅 dian-heng-dian-pie-heng-shu-hengzhe-heng
唄 shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-pie-dian
妇 piedian-pie-heng-hengzhe-heng-heng
娆 piedian-pie-heng-heng-xiegou-pie-heng-pie-shuwangou
弈 dian-heng-pie-shugou-zuodian-dian-heng-pie-shu
尊 dian-pie-heng-shu-hengzhe-pie-shuwan-heng-heng-heng-shugou-dian
悍 zuodian-dian-shu-shu-hengzhe-heng-heng-heng-heng-shu
測 dian-dian-ti-shu-hengzhe-heng-heng-heng-pie-dian-shu-shugou
明 shu-hengzhegou-heng-heng-shupie-hengzhegou-heng-heng
檑 heng-shu-pie-dian-heng-zuodian-henggou-shu-dian-dian-dian-dian-shu-hengzhe-heng-shu-heng
冗 zuodian-henggou-shupie-hengzhewangou
刖 shupie-hengzhegou-heng-heng-shu-shugou
嚙 shu-hengzhe-heng-shu-heng-shu-heng-pie-dian-pie-dian-heng-pie-dian-pie-dian-shuzhe-shu
團 shu-hengzhegou-heng-shu-hengzhe-heng-heng-shu-ti-dian-heng-shugou-dian-heng
宛 dian-zuodian-henggou-pie-hengpie-dian-hengzhegou-shuwangou
琚 heng-heng-shu-ti-hengzhe-heng-shupie-heng-shu-shu-hengzhe-heng
夜 dian-heng-pie-shu-pie-hengpie-dian-na
抡 heng-shugou-ti-pie-na-pie-shuwangou
挠 heng-shugou-ti-heng-xiegou-pie-heng-pie-shuwangou
枣 heng-shu-hengzhe-shu-pie-na-dian-dian
撥 heng-shugou-ti-hengpie-dian-pie-pie-na-hengzhe-heng-shuzhezhegou-pie-shuwan-hengpie-dian
攤 heng-shugou-ti-heng-shu-shu-heng-shu-hengzhe-heng-heng-heng-shupie-dian-pie-shu-dian-heng-heng-heng-shu-heng
榧 heng-shu-pie-dian-heng-shu-heng-heng-heng-shu-heng-heng-heng-shuzhe
亩 dian-heng-shu-hengzhegou-heng-shu-heng
玫 heng-heng-shu-ti-pie-heng-pie-na
氪 pie-heng-heng-hengzhexiegou-heng-shu-shu-hengzhe-heng-pie-shuwangou
傭 pie-shu-dian-heng-shupie-hengzhe-heng-heng-shu-hengzhegou-heng-heng-shu
瘭 dian-heng-shupie-dian-ti-heng-shu-hengzhe-shu-shu-heng-heng-heng-shugou-zuodian-dian
疯 dian-heng-shupie-dian-ti-shupie-hengzhexiegou-pie-dian
嘮 shu-hengzhe-heng-dian-pie-shupie-dian-dian-pie-pie-dian-zuodian-henggou-hengzhegou-pie
嬰 shu-hengzhe-heng-heng-heng-pie-dian-shu-hengzhe-heng-heng-heng-pie-dian-shuzhe-pie-heng
班 heng-heng-shu-ti-zuodian-shupie-heng-heng-shu-heng
岵 shu-shuzhe-shu-heng-shu-shu-hengzhe-heng
崴 shu-shuzhe-shu-heng-shupie-heng-piedian-pie-heng-xiegou-pie-dian
憷 zuodian-dian-shu-heng-shu-pie-dian-heng-shu-pie-dian-henggou-shu-heng-pie-na
戶 dian-hengzhe-heng-shupie
暹 shu-hengzhe-heng-heng-pie-shu-dian-heng-heng-heng-shu-heng-dian-hengzhezhepie-pingna
携 heng-shugou-ti-pie-shu-dian-heng-heng-heng-shu-heng-hengzhezhezhe勾-pie
涿 dian-dian-ti-heng-pie-wangou-pie-pie-dian-pie-na
举 dian-dian-pie-heng-pie-na-heng-heng-shu
勁 heng-piedian-piedian-piedian-heng-shu-ti-hengzhegou-shupie
區 heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-shuzhe
埃 heng-shu-ti-piezhe-dian-pie-heng-heng-pie-na
瓅 heng-heng-shu-ti-piezhe-piezhe-dian-pie-shu-hengzhe-heng-heng-piezhe-piezhe-dian-heng-shu-pie-na
啄 shu-hengzhe-heng-heng-pie-wangou-pie-pie-dian-pie-na
婆 dian-dian-pie-henggou-pie-shu-pie-na-piezhe-pie-heng
廉 dian-heng-shupie-dian-pie-heng-hengzhe-heng-heng-shu-shu-pie-na
彈 hengzhe-heng-shuzhezhegou-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu
届 hengzhe-heng-shupie-shu-hengzhegou-heng-shu-heng
慌 zuodian-dian-shu-heng-shu-pie-dian-heng-shuzhe-pie-shu-shuwangou
族 dian-heng-hengzhegou-pie-pie-heng-pie-heng-heng-pie-na
歐 heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-shuzhe-pie-henggou-pie-na
瓔 heng-heng-shu-ti-shu-hengzhe-heng-heng-heng-pie-dian-shu-shu-heng-heng-heng-pie-dian-piedian-pie-heng
法 dian-dian-ti-heng-shu-heng-piezhe-dian
浔 dian-dian-ti-hengzhe-heng-heng-heng-shugou-dian
剖 dian-heng-dian-pie-heng-shu-hengzhe-heng-shu-shugou
睘 shu-hengzhe-shu-shu-heng-heng-shu-hengzhe-heng-pie-shuti-pie-na
瑚 heng-heng-shu-ti-heng-shu-shu-hengzhe-heng-shupie-hengzhegou-heng-heng
幞 shu-hengzhegou-shu-shu-shu-dian-pie-heng-dian-pie-heng-heng-heng-pie-na
牮 pie-shu-heng-xiegou-dian-pie-heng-heng-shu
恢 zuodian-dian-shu-heng-shupie-dian-pie-pie-na
栀 heng-shu-pie-dian-pingpie-shupie-heng-hengzhegou-shuwangou
珂 heng-heng-shu-ti-heng-shu-hengzhe-heng-shugou
滩 dian-dian-ti-hengpie-dian-pie-shu-dian-heng-heng-heng-shu-heng
叫 shu-hengzhe-heng-shuzhe-shu
汪 dian-dian-ti-heng-heng-shu-heng
僭 pie-shu-heng-shuzhe-pie-shuti-heng-shuzhe-pie-shuwangou-shu-hengzhegou-heng-heng
公 pie-na-piezhe-dian
嗯 shu-hengzhe-heng-shu-hengzhe-heng-pie-dian-heng-zuodian-wogou-dian-dian
癮 dian-heng-shupie-dian-pie-hengpiewangou-shu-pie-dian-dian-pie-heng-shu-heng-hengzhe-heng-heng-zuodian-wogou-dian-dian
嫱 piedian-pie-heng-heng-shu-dian-pie-heng-shu-hengzhe-shu-hengzhe-heng-heng
孰 dian-heng-shu-hengzhe-heng-hengpie-shugou-heng-shupie-hengzhewangou-dian
塲 heng-shu-ti-pie-heng-shu-hengzhe-heng-heng-heng-pie-hengzhegou-pie-pie
嵴 shu-shuzhe-shu-dian-ti-pie-dian-shupie-na-shu-hengzhegou-heng-heng
懷 zuodian-dian-shu-dian-heng-shu-hengzhe-shu-shu-heng-shu-dian-ti-pie-dian-pie-shuti-pie-na
扶 heng-shugou-ti-heng-heng-shupie-na
曹 heng-shu-hengzhe-heng-shu-shu-heng-shu-hengzhegou-heng-heng
摺 heng-shugou-ti-hengzhe-dian-pie-hengzhe-dian-ti-pie-shu-hengzhe-heng-heng
楼 heng-shu-pie-dian-dian-pie-heng-shu-pie-na-piedian-pie-heng
乾 heng-shu-shu-hengzhe-heng-heng-heng-shu-pie-heng-hengzhewangou
刁 hengzhegou-ti
狁 pie-wangou-pie-piezhe-dian-pie-shuwangou
圃 shu-hengzhegou-heng-shu-hengzhegou-heng-heng-shu-dian-heng
琅 heng-heng-shu-ti-dian-hengzhe-heng-heng-shuti-pie-na
善 dian-pie-heng-heng-heng-shu-dian-pie-heng-shu-hengzhe-heng
备 pie-hengpie-na-shu-hengzhe-heng-shu-heng
很 pie-pie-shu-hengzhe-heng-heng-shuti-pie-na
怍 zuodian-dian-shu-pie-heng-shu-heng-heng
攏 heng-shugou-ti-dian-heng-dian-shu-heng-shu-hengzhegou-heng-heng-heng-piedian-heng-shuwangou-heng-heng-heng
樑 heng-shu-pie-dian-dian-dian-ti-hengzhegou-pie-dian-dian-heng-shu-pie-na
漓 dian-dian-ti-dian-heng-pie-dian-shuzhe-pie-shu-hengzhegou-piezhe-dian
氕 pie-heng-heng-hengzhewangou-pie
涔 dian-dian-ti-shu-shuzhe-shu-pie-na-dian-hengpie
焗 zuodian-pie-shupie-dian-hengzhe-heng-shupie-hengzhegou-shu-hengzhe-heng
瘙 dian-heng-shupie-dian-ti-hengpie-na-dian-shu-hengzhe-heng-shu-ti-dian
瞘 shu-hengzhegou-heng-heng-heng-heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-hengzhe-heng-shuzhe
嬛 piedian-pie-heng-shu-hengzhe-shu-pie-heng-heng-shu-hengzhe-heng-pie-shuti-pie-na
咚 shu-hengzhe-heng-pie-hengpie-na-dian-dian
庞 dian-heng-shupie-heng-shupie-shuwangou-pie-dian
戡 heng-shu-shu-heng-heng-heng-pie-dian-shuzhe-heng-xiegou-pie-dian
掠 heng-shugou-ti-dian-heng-shu-hengzhe-heng-shugou-zuodian-dian
斤 pingpie-shupie-heng-shu
丩 shuti-shu
侨 pie-shu-pingpie-heng-pie-na-pie-shu
猫 pie-wangou-pie-heng-shu-shupie-shu-hengzhe-heng-shu-heng
沪 dian-dian-ti-dian-hengzhe-heng-shupie
倭 pie-shu-pingpie-heng-shu-pie-na-piedian-pie-heng
冬 pie-hengpie-na-dian-dian
唯 shu-hengzhe-heng-shupie-shu-dian-heng-heng-heng-shu-heng
嚮 piezhe-piezhe-pie-dian-hengzhe-heng-heng-shuti-dian-hengzhewangou-shu-pie-shu-hengzhegou-shu-hengzhe-heng
娱 piedian-pie-heng-shu-hengzhe-heng-heng-heng-pie-na
宰 dian-zuodian-henggou-dian-heng-dian-pie-heng-heng-shu
弳 hengzhe-heng-shuzhezhegou-heng-piedian-piedian-piedian-heng-shu-heng
瘟 dian-heng-shupie-dian-ti-shu-hengzhe-heng-heng-shu-hengzhe-shu-shu-heng
愷 zuodian-dian-shu-shu-shuzhe-shu-heng-shu-hengzhe-heng-dian-pie-heng
枸 heng-shu-pie-dian-pie-hengzhegou-shu-hengzhe-heng
欻 dian-pie-pie-dian-dian-pie-pie-dian-pie-henggou-pie-na
撺 heng-shugou-ti-dian-zuodian-henggou-pie-dian-shu-hengzhe-heng-shu-hengzhe-heng-shu
栽 heng-shu-heng-heng-shu-pie-dian-xiegou-pie-dian
矇 shu-hengzhegou-heng-heng-heng-shu-heng-pie-heng-zuodian-henggou-heng-heng-pie-wangou-pie-pie-pie-na
亾 shupie-na-shuzhe
剁 pie-hengzhewan-heng-shu-pie-dian-shu-shugou
叀 heng-shu-hengzhe-heng-heng-shu-ti-dian
睃 shu-hengzhe-heng-heng-heng-piezhe-dian-pie-dian-pie-hengpie-na
僂 pie-shu-shu-hengzhe-heng-heng-shu-hengzhe-heng-shu-piedian-pie-heng
嗄 shu-hengzhe-heng-heng-pie-shu-hengzhe-heng-heng-heng-pie-hengpie-na
奇 heng-pie-dian-heng-shu-hengzhe-heng-shugou
捋 heng-shugou-ti-pingpie-dian-dian-pie-heng-shugou-dian
恍 zuodian-dian-shu-shu-dian-pie-heng-pie-shuwangou
敏 pie-heng-shuzhe-hengzhegou-dian-heng-dian-pie-heng-pie-na
煌 zuodian-pie-shupie-dian-pie-shu-hengzhe-heng-heng-heng-heng-shu-heng
潛 dian-dian-ti-heng-shuzhe-pie-shuti-heng-shuzhe-pie-shuwangou-shu-hengzhegou-heng-heng
体 pie-shu-heng-shu-pie-na-heng
棒 heng-shu-pie-dian-heng-heng-heng-shupie-na-heng-heng-shu
汕 dian-dian-ti-shu-shuzhe-shu
兗 dian-heng-pie-dian-shu-hengzhe-heng-pie-shuwangou
勖 shu-hengzhe-heng-heng-shu-hengzhe-heng-heng-heng-hengzhegou-shupie
噙 shu-hengzhe-heng-pie-na-dian-heng-pie-dian-shuzhe-shu-shu-hengzhegou-piezhe-dian
埘 heng-shu-ti-shu-hengzhe-heng-heng-heng-shugou-dian
孛 heng-shu-pie-henggou-hengpie-shugou-heng
哚 shu-hengzhe-heng-shupie-hengzhewan-heng-shu-pie-na
癩 dian-heng-shupie-dian-ti-heng-shu-hengzhe-heng-shu-pie-dian-hengzhegou-pie-shu-hengzhe-heng-heng-heng-pie-dian
㧜 heng-shugou-ti-heng-shu-hengzhegou-shu-shuzhe
揠 heng-shugou-ti-heng-shu-hengzhe-heng-heng-piedian-pie-heng-shuzhe
惢 zuodian-wogou-dian-dian-zuodian-wogou-dian-dian-zuodian-wogou-dian-dian
乩 shu-heng-shu-hengzhe-heng-shuwangou
俨 pie-shu-heng-shu-shu-dian-pie-heng-shupie
卫 hengzhegou-shu-heng
泪 dian-dian-ti-shu-hengzhegou-heng-heng-heng
灭 heng-dian-pie-shupie-na
燬 zuodian-pie-shupie-dian-pie-shu-heng-hengzhe-heng-heng-heng-shu-ti-shu-hengzhewan-hengpie-na
目 shu-hengzhegou-heng-heng-heng
寰 dian-zuodian-henggou-shu-hengzhe-shu-shu-heng-heng-shu-hengzhe-heng-pie-shuti-pie-na
彳 pie-pie-shu
巴 hengzhe-shu-heng-shuwangou
慷 zuodian-dian-shu-dian-heng-shupie-hengzhe-heng-heng-shugou-dian-ti-pie-na
拶 heng-shugou-ti-piedian-piedian-piedian-pie-hengpie-dian
死 heng-pie-hengpie-dian-pie-shuwangou
擺 heng-shugou-ti-shu-hengzhe-shu-pie-heng-piezhe-dian-shu-hengzhe-heng-heng-pie-shuwangou-pie-shuwangou
瘴 dian-heng-shupie-dian-ti-dian-heng-dian-pie-heng-shu-hengzhe-heng-heng-heng-shu
滾 dian-dian-ti-dian-heng-pie-dian-shu-hengzhe-heng-pie-shuti-pie-na
喁 shu-hengzhe-heng-shu-hengzhe-heng-heng-shu-hengzhegou-shu-ti-dian
圂 shu-hengzhegou-heng-pie-wangou-pie-pie-pie-dian-heng
厅 heng-shupie-heng-shugou
庇 dian-heng-shupie-heng-shuti-pie-shuwangou
崆 shu-shuzhe-shu-dian-zuodian-henggou-pie-dian-heng-shu-heng
牖 shupie-shu-heng-hengzhe-dian-hengzhe-heng-shupie-heng-shu-hengzhegou-heng-heng-shu-dian
昌 shu-hengzhe-heng-heng-shu-hengzhegou-heng-heng
愎 zuodian-dian-shu-pie-heng-shu-hengzhe-heng-heng-pie-hengpie-na
涑 dian-dian-ti-heng-shu-hengzhe-heng-shu-pie-na
氐 pingpie-shuti-heng-xiegou-dian
梓 heng-shu-pie-dian-dian-heng-dian-pie-heng-heng-shu
写 zuodian-henggou-heng-shuzhezhegou-heng
倘 pie-shu-shu-dian-pie-shu-hengzhegou-shu-hengzhe-heng
岛 pie-hengzhegou-dian-shuzhezhegou-shu-shuzhe-shu
匚 heng-shuzhe
帜 shu-hengzhegou-shu-shu-hengzhe-heng-pie-dian
斡 heng-shu-shu-hengzhe-heng-heng-heng-shu-pie-na-dian-dian-heng-shu
搠 heng-shugou-ti-dian-pie-heng-shuzhe-shu-pie-shupie-hengzhegou-heng-heng
患 shu-hengzhe-heng-shu-hengzhe-heng-shu-zuodian-wogou-dian-dian
接 heng-shugou-ti-dian-heng-dian-pie-heng-piedian-pie-heng
戤 hengzhegou-pie-hengpie-dian-shu-hengzhe-shu-shu-heng-heng-xiegou-pie-dian
产 dian-heng-dian-pie-heng-shupie
咫 hengzhe-heng-shupie-na-shu-hengzhe-heng-pie-dian
垭 heng-shu-ti-heng-shu-shu-dian-pie-heng
嘬 shu-hengzhe-heng-shu-hengzhe-heng-heng-heng-shu-shu-heng-heng-ti-hengpie-na
犯 pie-wangou-pie-hengzhegou-shuwangou
玉 heng-heng-shu-heng-dian
墳 heng-shu-ti-heng-shu-heng-shu-pie-shu-hengzhe-heng-heng-heng-pie-dian
玲 heng-heng-shu-ti-pie-na-dian-hengpie-dian
宵 dian-zuodian-henggou-shu-dian-pie-shu-hengzhegou-heng-heng
娴 piedian-pie-heng-dian-shu-hengzhegou-heng-shu-pie-dian
戈 heng-xiegou-pie-dian
憹 zuodian-dian-shu-shu-hengzhe-heng-shu-shu-heng-heng-pie-heng-heng-shuti-pie-na
犂 pingpie-heng-shu-pie-dian-pie-hengzhegou-pie-pie-pie-heng-heng-shu
治 dian-dian-ti-piezhe-dian-shu-hengzhe-heng
挺 heng-shugou-ti-pie-heng-shu-heng-hengzhezhepie-pingna
皴 piezhe-dian-pie-dian-pie-hengpie-dian-henggou-shupie-shu-hengpie-na
呀 shu-hengzhe-heng-heng-shuzhe-shugou-pie
烃 dian-pie-shupie-dian-hengpie-dian-heng-shu-heng
坂 heng-shu-ti-ti-shupie-hengpie-na
獠 pie-wangou-pie-heng-shupie-na-dian-pie-shu-hengzhe-heng-heng-shugou-zuodian-dian
擋 heng-shugou-pie-shu-dian-pie-zuodian-henggou-shu-hengzhe-heng-shu-hengzhe-heng-shu-heng
晌 shu-hengzhegou-heng-heng-pie-shu-hengzhegou-shu-hengzhe-heng
慎 zuodian-dian-shu-heng-shu-shu-hengzhe-heng-heng-heng-heng-pie-dian
淑 dian-dian-ti-shu-heng-heng-shugou-zuodian-dian-hengpie-na
汐 dian-dian-ti-pie-hengpie-dian
毕 heng-shuti-pie-shuwangou-heng-shu
囗 shu-hengzhegou-heng
啖 shu-hengzhe-heng-dian-pie-pie-dian-dian-pie-pie-na
燙 dian-dian-ti-shu-hengzhe-heng-heng-heng-pie-hengzhegou-pie-pie-dian-pie-pie-na
灘 dian-dian-ti-heng-shu-shu-heng-shu-hengzhe-heng-heng-heng-shupie-dian-pie-shu-dian-heng-heng-heng-shu-heng
博 heng-shu-heng-shu-hengzhe-heng-heng-shu-dian-heng-shugou-dian
忝 heng-heng-pie-na-shugou-zuodian-dian-dian
疔 dian-heng-shupie-dian-ti-heng-shugou
旡 heng-shuzhe-pie-shuwangou
浦 dian-dian-ti-heng-shu-hengzhegou-heng-heng-shu-dian
桨 dian-ti-shu-pie-hengpie-dian-heng-shu-pie-na
歪 heng-pie-shu-dian-heng-shu-heng-shu-heng
埭 heng-shu-ti-hengzhe-heng-heng-shugou-dian-ti-pie-na
噬 shu-hengzhe-heng-pie-heng-dian-pie-heng-dian-heng-shu-pie-dian-pie-dian-heng
狯 pie-wangou-pie-pie-na-heng-heng-piezhe-dian
兮 pie-na-heng-shuzhezhegou
己 hengzhe-heng-shuwangou
屰 dian-pie-heng-shuzhe-shu-shupie
壳 heng-shu-heng-zuodian-henggou-pie-hengzhewangou
寵 dian-zuodian-henggou-dian-heng-dian-pie-heng-shu-hengzhegou-heng-heng-heng-shuzhezhe-heng-shuwangou-heng-heng-heng
婴 shu-hengzhe-pie-dian-shu-hengzhe-shupie-dian-piedian-pie-heng
曷 shu-hengzhe-heng-heng-pie-hengzhegou-pie-dian-shuzhe
恸 zuodian-dian-shu-heng-heng-piezhe-dian-hengzhegou-shupie
泻 dian-dian-ti-zuodian-henggou-heng-shuzhezhegou-heng
捺 heng-shugou-ti-heng-pie-na-heng-heng-shugou-zuodian-dian
湼 dian-dian-ti-pie-shu-heng-hengzhegou-heng-heng-heng-shu-heng
爇 shu-heng-pie-heng-heng-shu-heng-pie-dian-heng-shu-ti-pie-hengzhexiegou-dian-zuodian-dian-dian-dian
唁 shu-hengzhe-heng-dian-heng-heng-heng-shu-hengzhe-heng
咀 shu-hengzhe-heng-shu-hengzhe-heng-heng-heng
垂 pingpie-heng-shu-heng-shu-pie-heng-heng
包 pie-hengzhegou-hengzhe-heng-shuwangou
劄 pie-heng-dian-pie-heng-dian-pie-dian-heng-shu-hengzhe-heng-shu-shugou
瓦 heng-piezhe-hengzhewangou-dian
热 heng-shugou-ti-shupie-hengzhexiegou-dian-zuodian-dian-dian-dian
搋 heng-shugou-ti-pingpie-shupie-shu-heng-henggou-shupie-heng-shuwangou-shupie-hengzhewangou
服 shupie-hengzhegou-heng-heng-hengzhegou-shu-hengpie-na
暌 shu-hengzhe-heng-heng-hengpie-dian-pie-pie-na-heng-heng-pie-dian
戏 hengpie-dian-heng-xiegou-pie-dian
憎 zuodian-dian-shu-dian-pie-shu-hengzhe-shu-dian-pie-heng-shu-hengzhegou-heng-heng
沐 dian-dian-ti-heng-shu-pie-na
栓 heng-shu-pie-dian-pie-na-heng-heng-shu-heng
熒 dian-pie-shupie-dian-dian-pie-shupie-dian-zuodian-henggou-dian-pie-pie-na
檔 heng-shu-pie-dian-shu-dian-pie-zuodian-henggou-shu-hengzhe-heng-shu-hengzhe-heng-shu-heng
嘗 shu-dian-pie-pie-henggou-shu-hengzhe-heng-pie-shuwangou-shu-hengzhegou-heng-heng
煨 shu-pie-shupie-dian-shu-hengzhe-heng-shu-heng-heng-shuti-pie-na
焙 zuodian-pie-shupie-dian-dian-heng-dian-pie-heng-shu-hengzhe-heng
傘 pie-na-pie-dian-pie-dian-pie-dian-pie-dian-heng-shu
厚 heng-shupie-shu-hengzhe-heng-heng-hengpie-shugou-heng
府 dian-heng-shupie-pie-shu-heng-shugou-dian
娟 piedian-pie-heng-shu-hengzhe-heng-shu-hengzhegou-heng-heng
妞 piedian-pie-heng-hengzhe-shu-heng-heng
枢 heng-shu-pie-dian-heng-pie-dian-shuzhe
挥 heng-shugou-ti-zuodian-henggou-heng-piezhe-heng-shu
护 heng-shugou-ti-dian-hengzhe-heng-shupie
丧 heng-shu-dian-pie-heng-shuti-pie-na
润 dian-dian-ti-dian-shu-hengzhegou-heng-heng-shu-heng
炀 dian-pie-shupie-dian-hengzhezhezhe勾-pie-pie
梨 pingpie-heng-shu-pie-dian-shu-shugou-heng-shu-pie-na
含 pie-na-dian-hengzhe-shu-hengzhe-heng
殪 heng-pie-hengpie-dian-heng-shu-heng-zuodian-henggou-heng-shu-hengzhe-heng-dian-pie-heng
圭 heng-shu-heng-heng-shu-heng
爯 pingpie-dian-dian-pie-shu-hengzhegou-heng-shu-heng
昷 shu-hengzhe-heng-heng-shu-hengzhe-shu-shu-heng
悸 zuodian-dian-shu-pingpie-heng-shu-pie-na-henggou-shuwangou-heng
掺 heng-shugou-ti-piezhe-dian-heng-pie-na-pie-pie-pie
伽 pie-shu-hengzhegou-shupie-shu-hengzhe-heng
亼 pie-na-heng
啁 shu-hengzhe-heng-shupie-hengzhegou-heng-shu-heng-shu-hengzhe-heng
哀 dian-heng-shu-hengzhe-heng-pie-shuti-pie-na
偃 pie-shu-heng-shu-hengzhe-heng-heng-piedian-pie-heng-shuzhe
埂 heng-shu-ti-heng-shu-hengzhe-heng-heng-shupie-na
卅 heng-shupie-shu-shu
狄 pie-wangou-pie-dian-pie-shupie-na
巆 shu-shuzhe-shu-dian-pie-pie-dian-dian-pie-pie-dian-zuodian-henggou-shu-hengzhe-heng-shu-hengzhe-heng
奉 heng-heng-heng-pie-na-heng-heng-shu
瀑 dian-dian-ti-shu-hengzhe-heng-heng-heng-shu-shu-heng-pie-na-shugou-dian-ti-pie-dian
浑 dian-dian-ti-zuodian-henggou-heng-piezhe-heng-shu
泐 dian-dian-ti-hengpiewangou-shu-hengzhegou-shupie
桓 heng-shu-pie-dian-heng-shu-hengzhe-heng-heng-heng
濒 dian-dian-ti-shu-heng-shu-heng-shu-zuodian-pie-heng-pie-shu-hengzhe-shupie-dian
男 shu-hengzhe-heng-shu-heng-hengzhegou-pie
噗 shu-hengzhe-heng-shu-shu-dian-pie-heng-dian-pie-heng-heng-heng-pie-na
嗖 shu-hengzhe-heng-pie-shu-heng-hengzhe-heng-heng-shu-hengpie-na
煙 zuodian-pie-shupie-dian-heng-shu-hengzhe-pie-shuwan-heng-heng-shu-heng
烘 zuodian-pie-shupie-dian-heng-shu-shu-heng-pie-dian
叚 hengzhe-heng-shu-heng-heng-hengzhe-heng-hengpie-na
彝 piezhe-hengpie-heng-dian-pie-heng-shu-pie-dian-piezhe-piezhe-dian-shu-pie-dian-heng-pie-shu
甸 pie-hengzhegou-shu-hengzhe-heng-shu-heng
擠 heng-shugou-ti-dian-heng-dian-pie-shu-hengzhegou-pie-pie-shuti-dian-pie-shu-heng-heng
恣 dian-ti-pie-henggou-pie-na-zuodian-wogou-dian-dian
柢 heng-shu-pie-dian-pingpie-shuti-heng-xiegou-dian
璧 hengzhe-heng-shupie-shu-hengzhe-heng-dian-heng-dian-pie-heng-heng-shu-heng-heng-shu-heng-dian
湧 dian-dian-ti-henggou-dian-shu-hengzhe-heng-heng-shu-hengzhegou-pie
淦 dian-dian-ti-pie-na-heng-heng-shu-dian-pie-heng
燠 zuodian-pie-shupie-dian-pie-shu-hengzhe-dian-pie-heng-shu-pie-dian-heng-pie-na
呫 shu-hengzhe-heng-shu-heng-shu-hengzhe-heng
毪 pingpie-heng-heng-shuwangou-piezhe-dian-pie-heng-heng-shu
坭 heng-shu-ti-hengzhe-heng-shupie-pie-shuwangou
副 heng-shu-hengzhe-heng-shu-hengzhe-heng-shu-heng-shu-shugou
燮 dian-pie-shupie-dian-dian-heng-heng-heng-shu-hengzhe-heng-dian-pie-shupie-dian-hengpie-na
峰 shu-shuzhe-shu-pie-hengpie-na-heng-heng-heng-shu
孵 pie-shuti-dian-shupie-hengzhegou-shu-dian-pingpie-dian-dian-pie-hengpie-shugou-heng
晷 shu-hengzhe-heng-heng-pie-hengpie-pingna-shu-dian-shu-hengzhe-heng
时 shu-hengzhe-heng-heng-heng-shugou-dian
湾 dian-dian-ti-dian-heng-shu-shu-zuodian-dian-hengzhe-heng-shuzhezhegou
佽 pie-shu-dian-ti-pie-henggou-pie-na
溫 dian-dian-ti-shu-hengzhe-pie-dian-heng-shu-hengzhe-shu-shu-heng
盔 heng-pie-dian-pie-pie-na-shu-hengzhe-shu-shu-heng
璁 heng-heng-shu-ti-pie-shu-hengzhe-pie-hengpie-dian-heng-zuodian-wogou-dian-dian
優 pie-shu-heng-pie-shu-hengzhe-heng-heng-shu-henggou-zuodian-wogou-dian-dian-pie-hengpie-na
徇 pie-pie-shu-pie-hengzhegou-shu-hengzhe-heng-heng
将 dian-ti-shu-pie-hengpie-dian-heng-shugou-dian
墉 heng-shu-ti-dian-heng-shupie-hengzhe-heng-heng-shu-hengzhegou-heng-heng-shu
斋 dian-heng-pie-na-heng-pie-shu-hengzhegou-shu-shu
滟 dian-dian-ti-heng-heng-heng-shu-pie-hengpie-hengzhe-shu-heng-shuwangou
䜌 piezhe-piezhe-dian-dian-dian-dian-dian-heng-heng-heng-shu-hengzhe-heng-piezhe-piezhe-dian-dian-dian-dian
掏 heng-shugou-ti-pie-hengzhegou-pie-heng-heng-shu-shuzhe-shu
怎 pie-heng-shu-heng-heng-zuodian-wogou-dian-dian
瘗 dian-heng-shupie-dian-ti-heng-dian-pie-heng-shupie-na-heng-shu-heng
吖 shu-hengzhe-heng-dian-pie-shu
備 pie-shu-heng-shu-shu-heng-pie-shu-hengzhegou-heng-heng-shu
儘 pie-shu-hengzhe-heng-heng-shu-heng-zuodian-dian-dian-dian-shu-hengzhe-shu-zuodian-heng
刚 shu-hengzhegou-pie-dian-shu-shugou
堞 heng-shu-ti-heng-shu-shu-heng-shuzhe-heng-shu-pie-na
报 heng-shugou-ti-hengzhegou-shu-hengpie-na
挤 heng-shugou-ti-dian-heng-pie-na-pie-shu
侧 pie-shu-shu-hengzhe-shupie-dian-shu-shugou
氦 pie-heng-heng-hengzhexiegou-dian-heng-piezhe-pie-pie-dian
疫 dian-heng-shupie-dian-ti-pie-na-hengpie-na
横 heng-shu-pie-dian-heng-shu-shu-heng-shu-hengzhe-heng-shu-heng-pie-dian
圬 heng-shu-ti-heng-heng-shuzhezhegou
环 heng-heng-shu-ti-heng-pie-shu-dian
倮 pie-shu-shu-hengzhe-heng-heng-heng-shu-pie-na
岱 pie-shu-heng-xiegou-dian-shu-shuzhe-shu
妳 piedian-pie-heng-pie-henggou-shugou-zuodian-dian
媵 shupie-hengzhegou-heng-heng-dian-pie-heng-heng-shupie-dian-piedian-pie-heng
嬴 dian-heng-shuzhe-shu-hengzhe-heng-shupie-hengzhegou-heng-heng-piedian-pie-heng-shupie-xiegou-dian
